oid,classALeRCE
sim_QSO_00612,QSO
sim_SNIa_00101,SNIa
sim_QSO_00891,QSO
sim_SNIbc_00813,SNIbc
sim_DSCT_00119,DSCT
sim_CEP_00636,CEP
sim_SNIbc_00014,SNIbc
sim_CEP_00911,CEP
sim_CEP_00849,CEP
sim_RRL_00600,RRL
sim_SNII_00820,SNII
sim_Blazar_00343,Blazar
sim_Blazar_00834,Blazar
sim_CEP_00416,CEP
sim_Periodic-Other_00150,Periodic-Other
sim_DSCT_00842,DSCT
sim_RRL_00828,RRL
sim_SNIa_00936,SNIa
sim_AGN_00295,AGN
sim_RRL_00685,RRL
sim_CEP_00678,CEP
sim_CEP_00129,CEP
sim_LPV_00158,LPV
sim_YSO_00749,YSO
sim_RRL_00124,RRL
sim_AGN_00258,AGN
sim_SNIa_00402,SNIa
sim_E_00662,E
sim_SNII_00451,SNII
sim_SNII_00043,SNII
sim_CV_Nova_00453,CV_Nova
sim_CEP_00435,CEP
sim_CV_Nova_00775,CV_Nova
sim_YSO_00126,YSO
sim_LPV_00284,LPV
sim_AGN_00138,AGN
sim_AGN_00411,AGN
sim_RRL_00185,RRL
sim_QSO_00515,QSO
sim_SNIa_00258,SNIa
sim_Blazar_00179,Blazar
sim_SNII_00771,SNII
sim_AGN_00048,AGN
sim_Periodic-Other_00887,Periodic-Other
sim_Blazar_00269,Blazar
sim_RRL_00657,RRL
sim_SLSN_00151,SLSN
sim_E_00490,E
sim_CV_Nova_00056,CV_Nova
sim_E_00491,E
sim_QSO_00856,QSO
sim_CV_Nova_00711,CV_Nova
sim_Blazar_00918,Blazar
sim_Blazar_00724,Blazar
sim_E_00962,E
sim_LPV_00205,LPV
sim_SLSN_00048,SLSN
sim_YSO_00165,YSO
sim_LPV_00050,LPV
sim_SNIbc_00157,SNIbc
sim_Periodic-Other_00625,Periodic-Other
sim_AGN_00727,AGN
sim_SNIa_00306,SNIa
sim_CEP_00602,CEP
sim_YSO_00914,YSO
sim_E_00383,E
sim_SLSN_00267,SLSN
sim_QSO_00426,QSO
sim_AGN_00905,AGN
sim_YSO_00640,YSO
sim_QSO_00921,QSO
sim_SNII_00007,SNII
sim_CV_Nova_00403,CV_Nova
sim_YSO_00586,YSO
sim_E_00132,E
sim_DSCT_00466,DSCT
sim_SLSN_00920,SLSN
sim_RRL_00802,RRL
sim_Periodic-Other_00174,Periodic-Other
sim_SLSN_00900,SLSN
sim_YSO_00081,YSO
sim_CEP_00366,CEP
sim_CV_Nova_00802,CV_Nova
sim_SNIbc_00039,SNIbc
sim_AGN_00840,AGN
sim_SNIa_00466,SNIa
sim_Periodic-Other_00671,Periodic-Other
sim_RRL_00669,RRL
sim_LPV_00311,LPV
sim_LPV_00693,LPV
sim_CEP_00609,CEP
sim_E_00945,E
sim_CV_Nova_00536,CV_Nova
sim_LPV_00871,LPV
sim_Blazar_00705,Blazar
sim_SLSN_00798,SLSN
sim_RRL_00294,RRL
sim_Periodic-Other_00121,Periodic-Other
sim_YSO_00991,YSO
sim_AGN_00749,AGN
sim_SNIa_00118,SNIa
sim_CEP_00491,CEP
sim_CV_Nova_00129,CV_Nova
sim_Periodic-Other_00524,Periodic-Other
sim_CV_Nova_00180,CV_Nova
sim_QSO_00880,QSO
sim_YSO_00250,YSO
sim_SNII_00550,SNII
sim_AGN_00531,AGN
sim_Blazar_00422,Blazar
sim_SNII_00769,SNII
sim_AGN_00722,AGN
sim_Periodic-Other_00248,Periodic-Other
sim_LPV_00279,LPV
sim_Periodic-Other_00235,Periodic-Other
sim_DSCT_00653,DSCT
sim_LPV_00393,LPV
sim_YSO_00675,YSO
sim_RRL_00126,RRL
sim_Periodic-Other_00184,Periodic-Other
sim_AGN_00654,AGN
sim_Periodic-Other_00144,Periodic-Other
sim_RRL_00272,RRL
sim_QSO_00271,QSO
sim_E_00481,E
sim_Blazar_00548,Blazar
sim_SNIa_00127,SNIa
sim_YSO_00116,YSO
sim_CEP_00777,CEP
sim_CV_Nova_00138,CV_Nova
sim_E_00648,E
sim_Blazar_00418,Blazar
sim_DSCT_00245,DSCT
sim_LPV_00371,LPV
sim_SNIbc_00563,SNIbc
sim_LPV_00764,LPV
sim_SNII_00539,SNII
sim_AGN_00205,AGN
sim_Blazar_00489,Blazar
sim_QSO_00214,QSO
sim_CV_Nova_00636,CV_Nova
sim_Periodic-Other_00141,Periodic-Other
sim_SLSN_00915,SLSN
sim_AGN_00408,AGN
sim_QSO_00793,QSO
sim_SNIbc_00108,SNIbc
sim_QSO_00513,QSO
sim_Periodic-Other_00819,Periodic-Other
sim_QSO_00468,QSO
sim_DSCT_00862,DSCT
sim_E_00038,E
sim_E_00755,E
sim_CEP_00036,CEP
sim_SLSN_00554,SLSN
sim_LPV_00734,LPV
sim_CV_Nova_00885,CV_Nova
sim_CEP_00215,CEP
sim_YSO_00994,YSO
sim_E_00754,E
sim_CEP_00493,CEP
sim_AGN_00277,AGN
sim_SNIa_00979,SNIa
sim_SNIbc_00193,SNIbc
sim_Periodic-Other_00207,Periodic-Other
sim_SNII_00746,SNII
sim_Periodic-Other_00586,Periodic-Other
sim_DSCT_00875,DSCT
sim_LPV_00121,LPV
sim_SLSN_00678,SLSN
sim_SNIa_00506,SNIa
sim_CV_Nova_00553,CV_Nova
sim_YSO_00095,YSO
sim_SNII_00485,SNII
sim_YSO_00152,YSO
sim_RRL_00442,RRL
sim_SNII_00580,SNII
sim_Periodic-Other_00326,Periodic-Other
sim_CV_Nova_00699,CV_Nova
sim_YSO_00490,YSO
sim_SLSN_00795,SLSN
sim_LPV_00978,LPV
sim_SNIbc_00162,SNIbc
sim_DSCT_00569,DSCT
sim_E_00714,E
sim_RRL_00728,RRL
sim_RRL_00656,RRL
sim_Periodic-Other_00650,Periodic-Other
sim_LPV_00567,LPV
sim_Periodic-Other_00570,Periodic-Other
sim_LPV_00028,LPV
sim_AGN_00961,AGN
sim_SNIa_00925,SNIa
sim_SLSN_00994,SLSN
sim_SLSN_00818,SLSN
sim_AGN_00282,AGN
sim_E_00743,E
sim_Blazar_00223,Blazar
sim_SLSN_00813,SLSN
sim_Periodic-Other_00505,Periodic-Other
sim_CV_Nova_00712,CV_Nova
sim_Blazar_00926,Blazar
sim_AGN_00502,AGN
sim_QSO_00776,QSO
sim_LPV_00142,LPV
sim_CV_Nova_00561,CV_Nova
sim_SNII_00819,SNII
sim_CV_Nova_00028,CV_Nova
sim_SLSN_00626,SLSN
sim_CEP_00064,CEP
sim_LPV_00752,LPV
sim_SNIbc_00523,SNIbc
sim_E_00495,E
sim_QSO_00754,QSO
sim_SNIbc_00027,SNIbc
sim_DSCT_00796,DSCT
sim_CV_Nova_00635,CV_Nova
sim_Blazar_00332,Blazar
sim_QSO_00461,QSO
sim_SLSN_00670,SLSN
sim_SLSN_00102,SLSN
sim_Blazar_00119,Blazar
sim_RRL_00213,RRL
sim_Periodic-Other_00561,Periodic-Other
sim_SNIbc_00626,SNIbc
sim_AGN_00914,AGN
sim_DSCT_00599,DSCT
sim_Blazar_00480,Blazar
sim_DSCT_00361,DSCT
sim_E_00056,E
sim_CEP_00330,CEP
sim_SNIa_00235,SNIa
sim_LPV_00493,LPV
sim_Periodic-Other_00490,Periodic-Other
sim_SNIbc_00534,SNIbc
sim_SNII_00438,SNII
sim_SNII_00816,SNII
sim_CEP_00935,CEP
sim_Periodic-Other_00542,Periodic-Other
sim_E_00400,E
sim_E_00053,E
sim_E_00899,E
sim_CEP_00030,CEP
sim_QSO_00066,QSO
sim_DSCT_00304,DSCT
sim_Blazar_00070,Blazar
sim_SNII_00581,SNII
sim_YSO_00641,YSO
sim_LPV_00098,LPV
sim_SNIa_00006,SNIa
sim_CEP_00286,CEP
sim_Blazar_00221,Blazar
sim_CEP_00013,CEP
sim_LPV_00540,LPV
sim_LPV_00130,LPV
sim_Blazar_00505,Blazar
sim_Periodic-Other_00115,Periodic-Other
sim_LPV_00751,LPV
sim_SNII_00164,SNII
sim_LPV_00572,LPV
sim_CEP_00758,CEP
sim_Periodic-Other_00023,Periodic-Other
sim_SNII_00190,SNII
sim_SNIa_00954,SNIa
sim_SLSN_00044,SLSN
sim_SNII_00933,SNII
sim_DSCT_00091,DSCT
sim_Periodic-Other_00709,Periodic-Other
sim_LPV_00414,LPV
sim_SLSN_00771,SLSN
sim_QSO_00300,QSO
sim_SNIa_00355,SNIa
sim_SNII_00676,SNII
sim_SNIa_00628,SNIa
sim_Blazar_00907,Blazar
sim_Blazar_00308,Blazar
sim_YSO_00924,YSO
sim_Blazar_00312,Blazar
sim_CV_Nova_00865,CV_Nova
sim_SLSN_00116,SLSN
sim_AGN_00078,AGN
sim_YSO_00824,YSO
sim_RRL_00088,RRL
sim_YSO_00115,YSO
sim_Blazar_00017,Blazar
sim_Periodic-Other_00669,Periodic-Other
sim_DSCT_00990,DSCT
sim_RRL_00496,RRL
sim_DSCT_00820,DSCT
sim_Periodic-Other_00487,Periodic-Other
sim_SLSN_00914,SLSN
sim_YSO_00974,YSO
sim_SLSN_00350,SLSN
sim_LPV_00605,LPV
sim_E_00553,E
sim_DSCT_00961,DSCT
sim_Periodic-Other_00140,Periodic-Other
sim_CV_Nova_00203,CV_Nova
sim_YSO_00609,YSO
sim_AGN_00419,AGN
sim_SLSN_00971,SLSN
sim_RRL_00322,RRL
sim_E_00715,E
sim_LPV_00092,LPV
sim_SNII_00452,SNII
sim_SNIbc_00209,SNIbc
sim_SNII_00363,SNII
sim_SLSN_00664,SLSN
sim_SNIa_00813,SNIa
sim_YSO_00878,YSO
sim_CV_Nova_00946,CV_Nova
sim_Blazar_00511,Blazar
sim_CV_Nova_00021,CV_Nova
sim_SNII_00927,SNII
sim_LPV_00721,LPV
sim_DSCT_00236,DSCT
sim_SNII_00572,SNII
sim_YSO_00614,YSO
sim_YSO_00108,YSO
sim_YSO_00346,YSO
sim_YSO_00359,YSO
sim_SLSN_00627,SLSN
sim_SNII_00502,SNII
sim_Blazar_00390,Blazar
sim_Blazar_00729,Blazar
sim_DSCT_00855,DSCT
sim_QSO_00126,QSO
sim_AGN_00580,AGN
sim_Blazar_00836,Blazar
sim_DSCT_00156,DSCT
sim_Blazar_00235,Blazar
sim_LPV_00351,LPV
sim_QSO_00147,QSO
sim_SNII_00560,SNII
sim_Periodic-Other_00868,Periodic-Other
sim_LPV_00128,LPV
sim_E_00251,E
sim_SNII_00608,SNII
sim_SNIbc_00107,SNIbc
sim_QSO_00202,QSO
sim_RRL_00696,RRL
sim_CV_Nova_00493,CV_Nova
sim_AGN_00710,AGN
sim_YSO_00954,YSO
sim_LPV_00343,LPV
sim_CV_Nova_00754,CV_Nova
sim_RRL_00207,RRL
sim_SNIbc_00094,SNIbc
sim_LPV_00261,LPV
sim_QSO_00683,QSO
sim_SLSN_00018,SLSN
sim_LPV_00643,LPV
sim_AGN_00676,AGN
sim_SLSN_00992,SLSN
sim_DSCT_00173,DSCT
sim_CV_Nova_00976,CV_Nova
sim_Periodic-Other_00070,Periodic-Other
sim_CV_Nova_00192,CV_Nova
sim_E_00118,E
sim_CV_Nova_00958,CV_Nova
sim_RRL_00277,RRL
sim_YSO_00699,YSO
sim_SLSN_00821,SLSN
sim_CEP_00854,CEP
sim_SLSN_00820,SLSN
sim_SNIbc_00374,SNIbc
sim_CV_Nova_00333,CV_Nova
sim_SLSN_00420,SLSN
sim_CV_Nova_00044,CV_Nova
sim_DSCT_00445,DSCT
sim_Periodic-Other_00116,Periodic-Other
sim_Blazar_00526,Blazar
sim_SLSN_00207,SLSN
sim_DSCT_00832,DSCT
sim_SNII_00868,SNII
sim_SNIbc_00958,SNIbc
sim_AGN_00806,AGN
sim_SNII_00748,SNII
sim_Periodic-Other_00013,Periodic-Other
sim_SNIa_00150,SNIa
sim_LPV_00727,LPV
sim_SNII_00325,SNII
sim_E_00705,E
sim_CV_Nova_00212,CV_Nova
sim_DSCT_00785,DSCT
sim_CEP_00267,CEP
sim_AGN_00393,AGN
sim_AGN_00029,AGN
sim_SNIbc_00969,SNIbc
sim_AGN_00833,AGN
sim_CEP_00162,CEP
sim_SNII_00973,SNII
sim_E_00043,E
sim_DSCT_00833,DSCT
sim_AGN_00009,AGN
sim_E_00824,E
sim_SNIbc_00766,SNIbc
sim_SNIbc_00857,SNIbc
sim_E_00496,E
sim_YSO_00868,YSO
sim_SLSN_00368,SLSN
sim_CEP_00463,CEP
sim_DSCT_00141,DSCT
sim_LPV_00281,LPV
sim_YSO_00472,YSO
sim_CV_Nova_00282,CV_Nova
sim_CEP_00516,CEP
sim_SNIbc_00650,SNIbc
sim_Blazar_00314,Blazar
sim_E_00139,E
sim_SLSN_00684,SLSN
sim_LPV_00462,LPV
sim_E_00285,E
sim_SNII_00187,SNII
sim_SNIa_00087,SNIa
sim_CEP_00710,CEP
sim_SNII_00110,SNII
sim_SNIa_00733,SNIa
sim_RRL_00384,RRL
sim_Blazar_00192,Blazar
sim_SNIbc_00462,SNIbc
sim_CV_Nova_00469,CV_Nova
sim_E_00551,E
sim_Blazar_00444,Blazar
sim_Periodic-Other_00826,Periodic-Other
sim_Periodic-Other_00883,Periodic-Other
sim_QSO_00226,QSO
sim_CV_Nova_00941,CV_Nova
sim_CEP_00699,CEP
sim_CV_Nova_00230,CV_Nova
sim_DSCT_00392,DSCT
sim_SLSN_00258,SLSN
sim_E_00818,E
sim_LPV_00679,LPV
sim_SLSN_00494,SLSN
sim_YSO_00703,YSO
sim_RRL_00138,RRL
sim_E_00950,E
sim_Blazar_00135,Blazar
sim_LPV_00382,LPV
sim_E_00122,E
sim_SLSN_00053,SLSN
sim_CV_Nova_00767,CV_Nova
sim_CEP_00033,CEP
sim_Periodic-Other_00431,Periodic-Other
sim_SNIa_00471,SNIa
sim_QSO_00555,QSO
sim_RRL_00245,RRL
sim_YSO_00668,YSO
sim_SNII_00517,SNII
sim_CEP_00538,CEP
sim_AGN_00558,AGN
sim_Periodic-Other_00417,Periodic-Other
sim_Blazar_00846,Blazar
sim_SNIbc_00231,SNIbc
sim_RRL_00521,RRL
sim_LPV_00151,LPV
sim_YSO_00723,YSO
sim_QSO_00877,QSO
sim_SNIbc_00439,SNIbc
sim_SNIbc_00675,SNIbc
sim_SLSN_00984,SLSN
sim_SNIbc_00473,SNIbc
sim_Blazar_00407,Blazar
sim_SLSN_00952,SLSN
sim_LPV_00234,LPV
sim_Periodic-Other_00758,Periodic-Other
sim_SNIbc_00292,SNIbc
sim_SNII_00172,SNII
sim_Blazar_00304,Blazar
sim_Blazar_00123,Blazar
sim_RRL_00271,RRL
sim_SNIbc_00364,SNIbc
sim_SNIa_00328,SNIa
sim_E_00828,E
sim_QSO_00958,QSO
sim_QSO_00692,QSO
sim_CV_Nova_00807,CV_Nova
sim_SNII_00667,SNII
sim_QSO_00630,QSO
sim_SNIbc_00912,SNIbc
sim_AGN_00449,AGN
sim_DSCT_00629,DSCT
sim_SNII_00335,SNII
sim_DSCT_00610,DSCT
sim_CV_Nova_00271,CV_Nova
sim_DSCT_00524,DSCT
sim_QSO_00939,QSO
sim_SLSN_00648,SLSN
sim_Blazar_00524,Blazar
sim_AGN_00635,AGN
sim_QSO_00731,QSO
sim_CV_Nova_00650,CV_Nova
sim_YSO_00999,YSO
sim_CEP_00335,CEP
sim_Periodic-Other_00415,Periodic-Other
sim_CV_Nova_00389,CV_Nova
sim_AGN_00724,AGN
sim_LPV_00491,LPV
sim_CEP_00617,CEP
sim_SNII_00621,SNII
sim_SNIbc_00705,SNIbc
sim_SNIa_00724,SNIa
sim_Blazar_00909,Blazar
sim_CEP_00841,CEP
sim_SNIa_00964,SNIa
sim_SLSN_00046,SLSN
sim_LPV_00473,LPV
sim_SNII_00506,SNII
sim_SNIa_00822,SNIa
sim_Periodic-Other_00706,Periodic-Other
sim_DSCT_00073,DSCT
sim_CV_Nova_00898,CV_Nova
sim_SNIbc_00180,SNIbc
sim_DSCT_00065,DSCT
sim_LPV_00882,LPV
sim_CV_Nova_00574,CV_Nova
sim_Periodic-Other_00347,Periodic-Other
sim_LPV_00865,LPV
sim_SNII_00321,SNII
sim_QSO_00615,QSO
sim_Blazar_00803,Blazar
sim_E_00548,E
sim_LPV_00378,LPV
sim_SNIa_00761,SNIa
sim_CV_Nova_00835,CV_Nova
sim_YSO_00753,YSO
sim_SNIa_00255,SNIa
sim_Periodic-Other_00856,Periodic-Other
sim_LPV_00467,LPV
sim_SLSN_00229,SLSN
sim_Blazar_00059,Blazar
sim_SNIa_00433,SNIa
sim_QSO_00216,QSO
sim_E_00119,E
sim_CEP_00342,CEP
sim_CEP_00718,CEP
sim_SNIbc_00307,SNIbc
sim_Blazar_00504,Blazar
sim_SNIa_00578,SNIa
sim_CV_Nova_00053,CV_Nova
sim_SNIbc_00829,SNIbc
sim_Periodic-Other_00388,Periodic-Other
sim_Blazar_00760,Blazar
sim_SNII_00207,SNII
sim_Blazar_00676,Blazar
sim_DSCT_00336,DSCT
sim_SLSN_00225,SLSN
sim_Blazar_00549,Blazar
sim_RRL_00679,RRL
sim_E_00930,E
sim_AGN_00787,AGN
sim_E_00290,E
sim_DSCT_00491,DSCT
sim_DSCT_00437,DSCT
sim_SNIbc_00467,SNIbc
sim_RRL_00824,RRL
sim_SNII_00242,SNII
sim_DSCT_00102,DSCT
sim_CV_Nova_00395,CV_Nova
sim_CV_Nova_00075,CV_Nova
sim_CEP_00903,CEP
sim_CEP_00822,CEP
sim_AGN_00372,AGN
sim_SNIbc_00924,SNIbc
sim_AGN_00043,AGN
sim_CV_Nova_00887,CV_Nova
sim_LPV_00739,LPV
sim_LPV_00832,LPV
sim_E_00639,E
sim_E_00257,E
sim_Periodic-Other_00190,Periodic-Other
sim_AGN_00853,AGN
sim_SLSN_00660,SLSN
sim_AGN_00574,AGN
sim_SNIbc_00791,SNIbc
sim_SNII_00264,SNII
sim_SNII_00941,SNII
sim_LPV_00740,LPV
sim_RRL_00870,RRL
sim_SNIa_00721,SNIa
sim_SNII_00848,SNII
sim_CEP_00488,CEP
sim_SNIbc_00013,SNIbc
sim_SNIa_00114,SNIa
sim_CEP_00643,CEP
sim_Blazar_00294,Blazar
sim_LPV_00893,LPV
sim_QSO_00090,QSO
sim_LPV_00115,LPV
sim_DSCT_00623,DSCT
sim_QSO_00503,QSO
sim_SNII_00367,SNII
sim_CEP_00774,CEP
sim_Blazar_00289,Blazar
sim_SNIa_00106,SNIa
sim_RRL_00627,RRL
sim_CEP_00981,CEP
sim_Periodic-Other_00350,Periodic-Other
sim_SNIa_00124,SNIa
sim_CV_Nova_00059,CV_Nova
sim_SLSN_00763,SLSN
sim_CEP_00681,CEP
sim_SNII_00153,SNII
sim_LPV_00042,LPV
sim_LPV_00709,LPV
sim_QSO_00666,QSO
sim_E_00142,E
sim_SNII_00976,SNII
sim_LPV_00554,LPV
sim_AGN_00781,AGN
sim_SNIbc_00548,SNIbc
sim_YSO_00565,YSO
sim_RRL_00933,RRL
sim_E_00034,E
sim_Periodic-Other_00119,Periodic-Other
sim_RRL_00925,RRL
sim_SLSN_00579,SLSN
sim_SNIbc_00794,SNIbc
sim_Blazar_00499,Blazar
sim_SNII_00880,SNII
sim_YSO_00101,YSO
sim_Periodic-Other_00736,Periodic-Other
sim_YSO_00887,YSO
sim_CEP_00161,CEP
sim_LPV_00331,LPV
sim_SLSN_00178,SLSN
sim_YSO_00607,YSO
sim_Blazar_00656,Blazar
sim_SNIbc_00899,SNIbc
sim_QSO_00238,QSO
sim_DSCT_00847,DSCT
sim_YSO_00707,YSO
sim_SLSN_00017,SLSN
sim_YSO_00252,YSO
sim_AGN_00339,AGN
sim_Periodic-Other_00324,Periodic-Other
sim_SNIa_00833,SNIa
sim_SNII_00585,SNII
sim_LPV_00502,LPV
sim_DSCT_00177,DSCT
sim_SLSN_00302,SLSN
sim_QSO_00557,QSO
sim_CV_Nova_00531,CV_Nova
sim_AGN_00809,AGN
sim_E_00436,E
sim_SNII_00527,SNII
sim_CEP_00945,CEP
sim_YSO_00815,YSO
sim_QSO_00222,QSO
sim_RRL_00047,RRL
sim_E_00058,E
sim_LPV_00895,LPV
sim_SNII_00736,SNII
sim_YSO_00879,YSO
sim_SLSN_00146,SLSN
sim_SNII_00075,SNII
sim_CEP_00614,CEP
sim_Periodic-Other_00652,Periodic-Other
sim_SNIbc_00574,SNIbc
sim_CEP_00165,CEP
sim_Periodic-Other_00269,Periodic-Other
sim_YSO_00296,YSO
sim_SNII_00510,SNII
sim_DSCT_00637,DSCT
sim_CEP_00024,CEP
sim_Periodic-Other_00726,Periodic-Other
sim_SNIa_00924,SNIa
sim_Blazar_00542,Blazar
sim_SNIa_00860,SNIa
sim_AGN_00399,AGN
sim_CV_Nova_00475,CV_Nova
sim_SNIbc_00445,SNIbc
sim_LPV_00449,LPV
sim_YSO_00835,YSO
sim_QSO_00098,QSO
sim_AGN_00228,AGN
sim_DSCT_00371,DSCT
sim_Blazar_00193,Blazar
sim_QSO_00724,QSO
sim_LPV_00251,LPV
sim_DSCT_00055,DSCT
sim_AGN_00565,AGN
sim_SNIa_00941,SNIa
sim_YSO_00310,YSO
sim_DSCT_00924,DSCT
sim_DSCT_00110,DSCT
sim_YSO_00597,YSO
sim_SNII_00988,SNII
sim_Blazar_00254,Blazar
sim_SNIa_00183,SNIa
sim_QSO_00057,QSO
sim_CV_Nova_00292,CV_Nova
sim_CEP_00483,CEP
sim_DSCT_00341,DSCT
sim_YSO_00698,YSO
sim_QSO_00596,QSO
sim_QSO_00561,QSO
sim_RRL_00624,RRL
sim_LPV_00935,LPV
sim_SLSN_00758,SLSN
sim_SNIa_00683,SNIa
sim_DSCT_00332,DSCT
sim_SNIbc_00428,SNIbc
sim_CEP_00245,CEP
sim_SLSN_00123,SLSN
sim_CV_Nova_00866,CV_Nova
sim_SNIbc_00072,SNIbc
sim_LPV_00648,LPV
sim_LPV_00565,LPV
sim_E_00643,E
sim_SNII_00320,SNII
sim_CEP_00290,CEP
sim_Periodic-Other_00813,Periodic-Other
sim_LPV_00347,LPV
sim_SNIa_00714,SNIa
sim_YSO_00613,YSO
sim_YSO_00125,YSO
sim_DSCT_00816,DSCT
sim_CEP_00482,CEP
sim_QSO_00931,QSO
sim_CEP_00148,CEP
sim_SNII_00013,SNII
sim_Periodic-Other_00210,Periodic-Other
sim_SNIa_00301,SNIa
sim_Periodic-Other_00601,Periodic-Other
sim_QSO_00816,QSO
sim_AGN_00918,AGN
sim_Periodic-Other_00489,Periodic-Other
sim_AGN_00776,AGN
sim_LPV_00994,LPV
sim_RRL_00587,RRL
sim_Periodic-Other_00760,Periodic-Other
sim_CV_Nova_00608,CV_Nova
sim_YSO_00696,YSO
sim_CV_Nova_00118,CV_Nova
sim_SLSN_00472,SLSN
sim_YSO_00457,YSO
sim_LPV_00543,LPV
sim_SNIa_00690,SNIa
sim_LPV_00253,LPV
sim_LPV_00769,LPV
sim_CEP_00688,CEP
sim_DSCT_00867,DSCT
sim_CV_Nova_00648,CV_Nova
sim_Blazar_00839,Blazar
sim_SNII_00111,SNII
sim_SNIa_00396,SNIa
sim_QSO_00348,QSO
sim_DSCT_00290,DSCT
sim_LPV_00483,LPV
sim_E_00203,E
sim_SNII_00366,SNII
sim_QSO_00554,QSO
sim_AGN_00857,AGN
sim_RRL_00618,RRL
sim_LPV_00891,LPV
sim_LPV_00290,LPV
sim_AGN_00819,AGN
sim_RRL_00458,RRL
sim_CV_Nova_00570,CV_Nova
sim_QSO_00354,QSO
sim_RRL_00629,RRL
sim_Periodic-Other_00603,Periodic-Other
sim_Blazar_00930,Blazar
sim_SNIbc_00506,SNIbc
sim_DSCT_00646,DSCT
sim_AGN_00609,AGN
sim_Blazar_00525,Blazar
sim_SLSN_00496,SLSN
sim_YSO_00136,YSO
sim_YSO_00935,YSO
sim_DSCT_00726,DSCT
sim_Periodic-Other_00522,Periodic-Other
sim_SNIa_00139,SNIa
sim_SLSN_00957,SLSN
sim_Periodic-Other_00057,Periodic-Other
sim_YSO_00596,YSO
sim_RRL_00716,RRL
sim_Periodic-Other_00309,Periodic-Other
sim_SNIbc_00888,SNIbc
sim_SNIa_00904,SNIa
sim_AGN_00569,AGN
sim_SLSN_00731,SLSN
sim_SNIa_00750,SNIa
sim_SNIbc_00852,SNIbc
sim_Blazar_00563,Blazar
sim_SNIbc_00438,SNIbc
sim_Periodic-Other_00148,Periodic-Other
sim_CEP_00635,CEP
sim_SLSN_00194,SLSN
sim_SNII_00803,SNII
sim_LPV_00358,LPV
sim_Blazar_00023,Blazar
sim_YSO_00899,YSO
sim_LPV_00195,LPV
sim_E_00419,E
sim_CEP_00894,CEP
sim_SNII_00953,SNII
sim_QSO_00784,QSO
sim_E_00037,E
sim_SLSN_00576,SLSN
sim_RRL_00028,RRL
sim_Blazar_00350,Blazar
sim_YSO_00912,YSO
sim_Blazar_00374,Blazar
sim_SNIa_00249,SNIa
sim_QSO_00583,QSO
sim_SNII_00476,SNII
sim_CEP_00819,CEP
sim_LPV_00010,LPV
sim_CV_Nova_00051,CV_Nova
sim_SLSN_00594,SLSN
sim_DSCT_00183,DSCT
sim_DSCT_00576,DSCT
sim_E_00459,E
sim_E_00325,E
sim_RRL_00789,RRL
sim_LPV_00164,LPV
sim_CEP_00951,CEP
sim_SNIa_00318,SNIa
sim_AGN_00518,AGN
sim_SNII_00902,SNII
sim_DSCT_00508,DSCT
sim_CEP_00963,CEP
sim_YSO_00425,YSO
sim_CEP_00740,CEP
sim_YSO_00674,YSO
sim_RRL_00763,RRL
sim_SNII_00938,SNII
sim_CV_Nova_00828,CV_Nova
sim_AGN_00997,AGN
sim_CEP_00648,CEP
sim_QSO_00024,QSO
sim_E_00345,E
sim_CEP_00044,CEP
sim_Periodic-Other_00660,Periodic-Other
sim_AGN_00252,AGN
sim_LPV_00342,LPV
sim_LPV_00773,LPV
sim_YSO_00417,YSO
sim_Periodic-Other_00944,Periodic-Other
sim_CEP_00082,CEP
sim_E_00758,E
sim_CEP_00725,CEP
sim_SNIa_00468,SNIa
sim_SNII_00689,SNII
sim_CEP_00398,CEP
sim_CV_Nova_00424,CV_Nova
sim_CV_Nova_00404,CV_Nova
sim_SLSN_00976,SLSN
sim_CEP_00139,CEP
sim_Periodic-Other_00293,Periodic-Other
sim_AGN_00839,AGN
sim_AGN_00042,AGN
sim_CV_Nova_00384,CV_Nova
sim_SNIa_00257,SNIa
sim_RRL_00599,RRL
sim_RRL_00433,RRL
sim_CV_Nova_00845,CV_Nova
sim_SNIbc_00701,SNIbc
sim_Periodic-Other_00385,Periodic-Other
sim_CEP_00990,CEP
sim_QSO_00480,QSO
sim_SNII_00102,SNII
sim_CV_Nova_00255,CV_Nova
sim_LPV_00228,LPV
sim_Blazar_00994,Blazar
sim_E_00408,E
sim_Periodic-Other_00344,Periodic-Other
sim_SNIa_00962,SNIa
sim_CEP_00891,CEP
sim_E_00857,E
sim_QSO_00803,QSO
sim_SNII_00620,SNII
sim_SNIa_00974,SNIa
sim_E_00942,E
sim_SNIbc_00386,SNIbc
sim_SNIa_00004,SNIa
sim_AGN_00529,AGN
sim_CEP_00477,CEP
sim_LPV_00646,LPV
sim_E_00920,E
sim_SLSN_00052,SLSN
sim_LPV_00778,LPV
sim_Blazar_00908,Blazar
sim_SNIa_00287,SNIa
sim_AGN_00752,AGN
sim_CV_Nova_00831,CV_Nova
sim_YSO_00719,YSO
sim_LPV_00435,LPV
sim_SLSN_00426,SLSN
sim_Periodic-Other_00956,Periodic-Other
sim_AGN_00144,AGN
sim_Periodic-Other_00501,Periodic-Other
sim_SLSN_00886,SLSN
sim_SNIbc_00489,SNIbc
sim_LPV_00720,LPV
sim_LPV_00136,LPV
sim_SNII_00433,SNII
sim_SLSN_00778,SLSN
sim_LPV_00325,LPV
sim_CV_Nova_00585,CV_Nova
