oid,ra,dec,label_tns,tns_type_raw,label_simbad,simbad_otype,label_milliquas,milliquas_type,label_vsx,vsx_type,classALeRCE,label_source,label_conflict,all_labels,transient_vsx_flag,oid_combined
ZTF19aabzuqy,242.96846353724288,-20.336970948305286,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437564681421325_ZTF19aabzuqy
ZTF19abanyfv,242.8357880899398,-20.04424019033843,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437564683519767_ZTF19abanyfv
ZTF21abaucgi,244.59351390345958,-20.786408849270874,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437564693479924_ZTF21abaucgi
ZTF19aaxlgfy,244.6740147013606,-20.80320383790507,,,,,,,RRL,RRC,RRL,VSX,False,RRL,False,170437564693479940_ZTF19aaxlgfy
ZTF19aadadrg,244.49579942793582,-20.59459557501995,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437564694004190_ZTF19aadadrg
ZTF19aapqcim,244.647709828805,-20.49065568701163,,,,,,,RRL,RRC,RRL,VSX,False,RRL,False,170437564695576928_ZTF19aapqcim
ZTF25aanzneq,244.64017070000037,-20.397021533333337,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437564695576977_ZTF25aanzneq
ZTF19aacmhmo,243.50377183578146,-20.241735851508857,,,,,,,RRL,RRC,RRL,VSX,False,RRL,False,170437564699246648_ZTF19aacmhmo
ZTF20aavzwtg,243.5655210269085,-20.115552894232557,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437564699246841_ZTF20aavzwtg
ZTF19aadhbrk,244.04904114547784,-20.209474177244267,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437564699771307_ZTF19aadhbrk
ZTF21aaxahpq,243.7858986776828,-20.102814754368534,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437564700295253_ZTF21aaxahpq
ZTF19aacmhhj,243.21021795890118,-19.919881319256707,,,E,EB*,,,E,EW,E,SIMBAD,False,E|E,False,170437564703441130_ZTF19aacmhhj
ZTF19aamwrmx,243.03806688737012,-19.803017686376947,,,,,,,CV/Nova,UG,CV/Nova,VSX,False,CV/Nova,False,170437564703965436_ZTF19aamwrmx
ZTF25absbilf,243.48466997495316,-19.756890775,,,,,,,RRL,RRC,RRL,VSX,False,RRL,False,170437564704489847_ZTF25absbilf
ZTF19aabzwjs,243.3476145767673,-19.759473988952024,,,E,EB*,,,E,EW,E,SIMBAD,False,E|E,False,170437564705013936_ZTF19aabzwjs
ZTF19aawamsf,244.9606701224239,-20.175164438915484,,,,,,,RRL,RRC,RRL,VSX,False,RRL,False,170437564712354230_ZTF19aawamsf
ZTF22aahyyol,243.91276257777778,-19.603994577777776,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437564718121045_ZTF22aahyyol
ZTF21aaqlxpd,244.15350837387513,-19.514919141986844,,,,,,,RRL,RRC,RRL,VSX,False,RRL,False,170437564719169562_ZTF21aaqlxpd
ZTF19aaxlhms,245.1179903766614,-21.91571114692671,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437564774744818_ZTF19aaxlhms
ZTF22aaugrfi,245.75779907722827,-21.694549015080277,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437564787851913_ZTF22aaugrfi
ZTF19abddlje,246.28006040121622,-21.783651424147564,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437564788375822_ZTF19abddlje
ZTF19aaxlhbb,245.89051176887807,-21.57363688130828,,,E,EB*,,,E,EW,E,SIMBAD,False,E|E,False,170437564789424267_ZTF19aaxlhbb
ZTF25aasrgje,245.9500573,-21.4538216,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437564789424529_ZTF25aasrgje
ZTF25absbhmd,245.28763895000904,-21.705319683333332,,,,,,,RRL,RRC,RRL,VSX,False,RRL,False,170437564790473075_ZTF25absbhmd
ZTF26aaxmwtu,245.35992690000003,-21.5184292,,,,,,,RRL,RR,RRL,VSX,False,RRL,False,170437564792045783_ZTF26aaxmwtu
ZTF21abganya,245.4346537084886,-21.64806055508173,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437564792046190_ZTF21abganya
ZTF19aaxlhar,245.70454449785456,-21.53549511117892,,,E,EB*,,,E,EW,E,SIMBAD,False,E|E,False,170437564793094693_ZTF19aaxlhar
ZTF19adcngsr,248.08646774888533,-21.99676226044505,,,,,,,RRL,RRC,RRL,VSX,False,RRL,False,170437564802534023_ZTF19adcngsr
ZTF20abitfal,245.87191329999777,-21.23819645714286,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437564813542112_ZTF20abitfal
ZTF19aayepdd,245.8059001161219,-20.958370195693334,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437564815638684_ZTF19aayepdd
ZTF19aayepdj,245.9003495925482,-20.62091183428506,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437564817211650_ZTF19aayepdj
ZTF19aadurhj,245.66704682105868,-20.68787761404888,,,,,,,RRL,RRC,RRL,VSX,False,RRL,False,170437564817735700_ZTF19aadurhj
ZTF19aamwrvn,245.65992207970896,-20.533932799603708,,,,,,,RRL,RRC,RRL,VSX,False,RRL,False,170437564817736199_ZTF19aamwrvn
ZTF19aaocobn,245.59482657324807,-20.452186734038722,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437564821405853_ZTF19aaocobn
ZTF19aadunlr,245.558753642819,-20.48700169060406,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437564821406018_ZTF19aadunlr
ZTF19aadusnk,245.47565676239563,-20.350412458190206,,,E,EB*,,,E,EW,E,SIMBAD,False,E|E,False,170437564821406043_ZTF19aadusnk
ZTF19addhbbj,248.14833598145466,-21.418046736640925,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437564825077155_ZTF19addhbbj
ZTF19abapfpf,248.15480763926712,-21.294038861027925,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437564826649093_ZTF19abapfpf
ZTF19aaxlfof,246.5545652016704,-20.81258147828821,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437564833464416_ZTF19aaxlfof
ZTF19abapepn,246.8450642640978,-20.781589710110758,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437564834513141_ZTF19abapepn
ZTF19abaradb,247.17944468412313,-20.677714669279037,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437564835561776_ZTF19abaradb
ZTF19abdnmfv,246.75617151593778,-20.50852449137036,,,,,,,RRL,RRC,RRL,VSX,False,RRL,False,170437564836610054_ZTF19abdnmfv
ZTF19aadumzd,246.67565296419792,-20.315775203032477,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437564836610184_ZTF19aadumzd
ZTF22aaayspp,246.6587811846638,-20.375579612833327,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437564836610303_ZTF22aaayspp
ZTF19aadunlt,246.28456222500847,-20.664031395881196,,,E,EB*,,,E,EW,E,SIMBAD,False,E|E,False,170437564837134468_ZTF19aadunlt
ZTF19aawapmh,246.1212057522665,-20.499064561363646,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437564837659175_ZTF19aawapmh
ZTF21aagdtqv,245.9677064499309,-20.366354400000002,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437564838183389_ZTF21aagdtqv
ZTF20aavilei,246.36102114999238,-20.511414149998725,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437564838707268_ZTF20aavilei
ZTF19abgkkqh,245.882303354519,-20.226428027109435,,,E,EB*,,,E,EA,E,SIMBAD,False,E|E,False,170437564839755900_ZTF19abgkkqh
ZTF19aamwrvl,245.95322219050988,-20.19264967244758,,,,,,,RRL,RRC,RRL,VSX,False,RRL,False,170437564839756156_ZTF19aamwrvl
ZTF19aapzxcf,246.59149847555756,-20.25206017599009,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437564840280409_ZTF19aapzxcf
ZTF19aadunlu,245.7451179225892,-20.33667127757417,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437564841853067_ZTF19aadunlu
ZTF19aauxray,245.83785543980107,-20.101795761152193,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437564843425892_ZTF19aauxray
ZTF19aaqrmml,248.10645389716177,-20.669063126196495,,,E,EB*,,,E,EW,E,SIMBAD,False,E|E,False,170437564848144588_ZTF19aaqrmml
ZTF19aadunko,248.15164804521945,-20.613939228119087,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437564848144735_ZTF19aadunko
ZTF19abagiml,247.34080227501872,-20.49955153071693,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437564851290236_ZTF19abagiml
ZTF23aajdczb,247.21346029999788,-20.2803518,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437564851814701_ZTF23aajdczb
ZTF19aadumzc,246.8589907979904,-20.065361993909097,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437564852339086_ZTF19aadumzc
ZTF19aatpinf,247.11543631601123,-20.115705967834757,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437564853387333_ZTF19aatpinf
ZTF19aadumzf,246.95988830094814,-19.98132433950917,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437564853911868_ZTF19aadumzf
ZTF25abufpou,246.4900393332872,-19.893928766666665,,,E,EB*,,,E,EW,E,SIMBAD,False,E|E,False,170437564856533198_ZTF25abufpou
ZTF21actvoip,246.46754598889842,-19.969581644444446,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437564856533314_ZTF21actvoip
ZTF19aapzxcg,246.83434989212603,-19.966967311164375,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437564857581872_ZTF19aapzxcg
ZTF19adnwamg,246.78647059967065,-19.84667159178384,,,,,,,RRL,RRC,RRL,VSX,False,RRL,False,170437564857581905_ZTF19adnwamg
ZTF19addgyiw,248.78263005951558,-23.57570253982507,,,E,RR?,,,,,E,SIMBAD,False,E,False,170437564980789591_ZTF19addgyiw
ZTF19abapego,248.2574444900409,-23.4641224948143,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437564981838310_ZTF19abapego
ZTF19aayeppy,244.37119147444713,-24.606509723153412,,,E,EB*,,,E,EW,E,SIMBAD,False,E|E,False,170437565051568243_ZTF19aayeppy
ZTF19aayepqe,244.32937410594067,-24.48879756143788,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437565051568464_ZTF19aayepqe
ZTF19aaxlgau,244.77026171775697,-24.548830598320478,,,E,EB*,,,E,EW,E,SIMBAD,False,E|E,False,170437565052616746_ZTF19aaxlgau
ZTF19aaxliul,243.41180380269546,-23.83016390475165,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437565062057267_ZTF19aaxliul
ZTF19aaxlilc,245.0632891502215,-23.909996621896763,,,E,EB*,,,E,EW,E,SIMBAD,False,E|E,False,170437565076209998_ZTF19aaxlilc
ZTF19addakqc,244.22314241874298,-24.00876904697348,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437565077782677_ZTF19addakqc
ZTF19aaxliut,244.0884768621683,-23.76597745334169,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437565079355407_ZTF19aaxliut
ZTF19aaxlile,244.31271443900286,-23.731495003528153,,,,,,,RRL,RRC,RRL,VSX,False,RRL,False,170437565079356252_ZTF19aaxlile
ZTF19aaxliux,244.0495613142192,-23.579839607344073,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437565079880501_ZTF19aaxliux
ZTF24aaltvyk,243.9620691000014,-23.26179555,,,,,,,RRL,RRC,RRL,VSX,False,RRL,False,170437565085123128_ZTF24aaltvyk
ZTF25abbwtji,243.7002325999799,-23.302130599999998,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437565085646968_ZTF25abbwtji
ZTF21abbqnfm,243.46427549814936,-23.027383076418428,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437565086172734_ZTF21abbqnfm
ZTF19abgsbrs,245.1384835987027,-23.392337794741117,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437565098232513_ZTF19abgsbrs
ZTF20abbipql,244.99750963787486,-23.35179381790309,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437565098754554_ZTF20abbipql
ZTF21abagltf,244.55044160004732,-23.3162552,,,,,,,E,ELL,E,VSX,False,E,False,170437565101376466_ZTF21abagltf
ZTF19aayeqak,244.66185735899293,-23.178089299797215,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437565102424768_ZTF19aayeqak
ZTF19aayeqar,244.60292771795798,-23.04649576359165,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437565102949345_ZTF19aayeqar
ZTF19abfbcxa,243.64924187287764,-22.78152131876816,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437565108191344_ZTF19abfbcxa
ZTF19addaklu,243.6390822329105,-22.715517945577194,,,E,EB*,,,E,EA,E,SIMBAD,False,E|E,False,170437565108191479_ZTF19addaklu
ZTF19abgscas,243.7657835673535,-22.66114704712996,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437565108192019_ZTF19abgscas
ZTF20aawggtb,244.13441397042783,-22.56981378963216,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437565108715956_ZTF20aawggtb
ZTF19aaxljcf,243.78292649690792,-22.45048201319538,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437565109764680_ZTF19aaxljcf
ZTF19addalck,245.15445616921826,-22.781497339123845,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437565116057016_ZTF19addalck
ZTF21aazspln,244.3212201549723,-22.467985416679902,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437565124444451_ZTF21aazspln
ZTF19aaxlitu,244.21527032381604,-27.903285641340247,,,,,,,RRL,RRC,RRL,VSX,False,RRL,False,170437565171630714_ZTF19aaxlitu
ZTF19aayepzo,244.75688103741066,-27.885888200057575,,,,,,,RRL,RRC,RRL,VSX,False,RRL,False,170437565172154846_ZTF19aayepzo
ZTF19aayxtak,244.6542034568889,-27.74466758973652,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437565172679083_ZTF19aayxtak
ZTF19aaxlity,244.1987763764159,-27.80370600658928,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437565173203385_ZTF19aaxlity
ZTF19aaxlitz,244.11095928103467,-27.897336035608078,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437565175300483_ZTF19aaxlitz
ZTF19aaxlitq,243.68425582514342,-27.782961994812652,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437565175824726_ZTF19aaxlitq
ZTF20aawggdn,243.9808914625319,-27.66446841747209,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437565176873505_ZTF20aawggdn
ZTF19aaxlitr,243.85579297961476,-27.527597287572025,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437565177397794_ZTF19aaxlitr
ZTF19aaxljre,246.30435353700616,-27.833028570340456,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437565180543080_ZTF19aaxljre
ZTF19aayeral,246.06275498283304,-27.71010224582632,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437565181067766_ZTF19aayeral
ZTF19abbzeez,246.6061214140405,-27.657594959333487,,,,,,,RRL,RRC,RRL,VSX,False,RRL,False,170437565181591688_ZTF19abbzeez
ZTF19aaxlhwy,246.572574958802,-27.61987839169264,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437565181591738_ZTF19aaxlhwy
ZTF19aayeran,246.08287304237425,-27.392899053735242,,,E,RR*,,,,,E,SIMBAD,False,E,False,170437565182640637_ZTF19aayeran
ZTF19aaxljrc,245.8728996439093,-27.566444956953415,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437565184737709_ZTF19aaxljrc
ZTF19aayxtbd,245.8283231329408,-27.545723250163885,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437565184737713_ZTF19aayxtbd
ZTF19aaxljrl,245.49106965023194,-27.471179117685203,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437565185261796_ZTF19aaxljrl
ZTF19aaxlitn,244.21028254372075,-27.376331651810315,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437565192601920_ZTF19aaxlitn
ZTF19abbzctc,243.91082874165477,-26.903678761229546,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437565196796101_ZTF19abbzctc
ZTF19addahtj,243.93423068429456,-26.847429926504635,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437565196796312_ZTF19addahtj
ZTF19abbzcsy,243.37483116628144,-26.995083021972167,,,E,EB*,,,E,EA,E,SIMBAD,False,E|E,False,170437565198893270_ZTF19abbzcsy
ZTF19aaxlhww,246.5560495101977,-27.390693826959954,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437565202038903_ZTF19aaxlhww
ZTF19abaphrn,246.59841663751823,-27.062167697126483,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437565204136509_ZTF19abaphrn
ZTF19aayerah,246.29882896969525,-27.133844555349913,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437565204660629_ZTF19aayerah
ZTF19abaphru,246.57535107835542,-26.768907756320285,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437565205709317_ZTF19abaphru
ZTF19aaxljrs,245.84213799738677,-27.16791877567721,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437565206757577_ZTF19aaxljrs
ZTF19aayxtaz,245.81239102910462,-27.192937050594036,,,,,,,RRL,RRC,RRL,VSX,False,RRL,False,170437565206757890_ZTF19aayxtaz
ZTF19aaxlndc,245.74856602014708,-26.846287030769805,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437565208854860_ZTF19aaxlndc
ZTF19abfbbji,245.0976103739403,-26.89177445419303,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437565211476305_ZTF19abfbbji
ZTF19aaxlhpf,245.0613844005508,-26.96408076513011,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437565211476401_ZTF19aaxlhpf
ZTF19addagua,244.574083719799,-26.728374423800755,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437565212524786_ZTF19addagua
ZTF19aayeqbt,244.7260895340238,-26.644650611773024,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437565214097531_ZTF19aayeqbt
ZTF19aaxlhpq,244.8941234467423,-26.4605123607396,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437565215670633_ZTF19aaxlhpq
ZTF19abebscy,244.47308025695688,-26.801611456634078,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437565216194689_ZTF19abebscy
ZTF19aayycce,244.02816381360117,-26.741917616131847,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437565216718959_ZTF19aayycce
ZTF19addahtn,244.1254321626463,-26.618136710615662,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437565216719319_ZTF19addahtn
ZTF19aayeqfb,243.98657318745035,-26.619004669405797,,,,,,,RRL,RRC,RRL,VSX,False,RRL,False,170437565217243380_ZTF19aayeqfb
ZTF19aayeqfd,243.7724780385536,-26.65595118109696,,,,,,,RRL,RRC,RRL,VSX,False,RRL,False,170437565217243531_ZTF19aayeqfd
ZTF19aayeqex,244.22261674309928,-26.613455934896127,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437565218292015_ZTF19aayeqex
ZTF19addahti,243.43521147461973,-26.63443708238039,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437565221437472_ZTF19addahti
ZTF20aaylxbx,243.46181893058895,-26.569306133678566,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437565221437625_ZTF20aaylxbx
ZTF20abkayxy,243.6201610857102,-26.32174900997215,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437565222486284_ZTF20abkayxy
ZTF26aawvqyc,243.17855875005083,-26.2776266,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437565223534722_ZTF26aawvqyc
ZTF19abbtyzv,246.80665196248822,-26.7182034125,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437565225631894_ZTF19abbtyzv
ZTF19abfbcxj,245.08161858487907,-25.989705164296076,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437565237166599_ZTF19abfbcxj
ZTF21abbxfye,244.44405658523172,-25.734299236715632,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437565241885175_ZTF21abbxfye
ZTF19aaxlidw,244.08791163391538,-25.664496192751596,,,E,EB*,,,E,EA,E,SIMBAD,False,E|E,False,170437565242409201_ZTF19aaxlidw
ZTF19aaxlieg,243.9587361092587,-25.730178691816388,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437565246079114_ZTF19aaxlieg
ZTF19aayeqqi,245.00025356382469,-25.58979118793456,,,E,EB*,,,E,EW,E,SIMBAD,False,E|E,False,170437565254991895_ZTF19aayeqqi
ZTF19abddnqj,245.20087495795443,-25.376231192741695,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437565256564787_ZTF19abddnqj
ZTF19abddnqd,245.02675957658948,-25.290603546127453,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437565256565268_ZTF19abddnqd
ZTF18abbxyvb,284.4876144815663,-25.299097853530235,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437590572336314_ZTF18abbxyvb
ZTF18ablutda,284.47794660860234,-25.18688939579294,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437590592782496_ZTF18ablutda
ZTF18abonosb,284.51963752496107,-25.002049333117526,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437590592783125_ZTF18abonosb
ZTF18abbrqff,284.50863239061465,-24.718721192973412,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437590594880775_ZTF18abbrqff
ZTF18abonoto,284.58054876862235,-24.555778764770917,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437590596452892_ZTF18abonoto
ZTF18ablpbce,283.818717507178,-23.820603893303566,,,,,,,RRL,RRC,RRL,VSX,False,RRL,False,170437590617425010_ZTF18ablpbce
ZTF18abefzzo,283.8995981737844,-23.813576862385116,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437590618997786_ZTF18abefzzo
ZTF18abonift,283.9036102521754,-23.71314615655192,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437590618997941_ZTF18abonift
ZTF18abgmxek,283.56655401992674,-23.46490108269492,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437590623191505_ZTF18abgmxek
ZTF18abggexw,283.5615262158555,-23.45301073225652,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437590623191964_ZTF18abggexw
ZTF19acfvdtw,283.9317771400043,-23.419157751999997,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437590624240400_ZTF19acfvdtw
ZTF18aboexcs,280.05491943540363,-21.931406466735975,,,,,,,LPV,L,LPV,VSX,False,LPV,False,170437591267541147_ZTF18aboexcs
ZTF18aboetjv,280.04188366145166,-21.917428678305253,,,,,,,RRL,RRC,RRL,VSX,False,RRL,False,170437591267541461_ZTF18aboetjv
ZTF18abgdibe,280.01606164309976,-22.16847363801953,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437591365583818_ZTF18abgdibe
ZTF19adigukw,280.116142112256,-22.186308550943394,,,,,,,RRL,RR,RRL,VSX,False,RRL,False,170437591367155766_ZTF19adigukw
ZTF18abgiezz,280.05278364828916,-22.068150290530255,,,,,,,RRL,RRC,RRL,VSX,False,RRL,False,170437591367156744_ZTF18abgiezz
ZTF18abgeyjf,280.303214653868,-21.95436697429328,,,,,,,RRL,RRC,RRL,VSX,False,RRL,False,170437591368729535_ZTF18abgeyjf
ZTF18abgilhy,280.2259328644533,-21.84627740620027,,,,,,,RRL,RRC,RRL,VSX,False,RRL,False,170437591368729568_ZTF18abgilhy
ZTF19aasjgmx,280.2328495556517,-21.7764423890621,,,,,,,RRL,RRC,RRL,VSX,False,RRL,False,170437591368729618_ZTF19aasjgmx
ZTF18abgdifj,280.0508028125548,-21.745356054363274,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437591369253894_ZTF18abgdifj
ZTF18abgdeoo,282.03021899406633,-22.15514374584468,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437591382885025_ZTF18abgdeoo
ZTF19aaxtwkn,280.9502078641392,-22.18715775586207,,,,,,,RRL,RRC,RRL,VSX,False,RRL,False,170437591384457241_ZTF19aaxtwkn
ZTF18abghqjk,280.9261400908408,-22.021990775908098,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437591384981998_ZTF18abghqjk
ZTF18abnjshu,281.2781143179117,-22.118951080685804,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437591385505825_ZTF18abnjshu
ZTF18abggjbi,281.1153324171583,-21.768224271461175,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437591386555245_ZTF18abggjbi
ZTF18aboewbk,280.9502729192881,-21.76700475571187,,,,,,,RRL,RR,RRL,VSX,False,RRL,False,170437591386555502_ZTF18aboewbk
ZTF18abnjsig,281.24879627759964,-21.800486293351305,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437591387602996_ZTF18abnjsig
ZTF18abgfuqm,281.3378583455889,-21.82807950560708,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437591387603113_ZTF18abgfuqm
ZTF18abghnmm,281.35383425370105,-21.83733811232678,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437591387604129_ZTF18abghnmm
ZTF18aboewsk,280.97612159457907,-21.60890012516885,,,E,EB*,,,E,EW,E,SIMBAD,False,E|E,False,170437591388127270_ZTF18aboewsk
ZTF18abgeica,281.2000585655364,-21.508917221919077,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437591388128113_ZTF18abgeica
ZTF18abghxut,281.1064248951034,-21.625400401622816,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437591388128250_ZTF18abghxut
ZTF18aboewch,281.17409963615665,-21.55444014005051,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437591388128413_ZTF18aboewch
ZTF18aboexcp,280.3258045337707,-21.671240998387496,,,,,,,LPV,L,LPV,VSX,False,LPV,False,170437591389176091_ZTF18aboexcp
ZTF18abgioqu,280.37804138905875,-21.636417240418183,,,,,,,RRL,RRC,RRL,VSX,False,RRL,False,170437591389176833_ZTF18abgioqu
ZTF18abgdicn,280.70568562657144,-21.690036542499207,,,,,,,RRL,RRC,RRL,VSX,False,RRL,False,170437591390224532_ZTF18abgdicn
ZTF18abgekrw,280.8157847810149,-21.588589998294978,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437591390225043_ZTF18abgekrw
ZTF18aboezvd,280.48738776186366,-21.46082347105944,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437591390749066_ZTF18aboezvd
ZTF19aaynguq,280.58787528943475,-21.43053652651309,,,,,,,RRL,RRC,RRL,VSX,False,RRL,False,170437591390749355_ZTF19aaynguq
ZTF18abgdieb,280.5028746685759,-21.579454843655483,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437591390749627_ZTF18abgdieb
ZTF18abgdibq,280.29299606245,-21.430983729262152,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437591391273856_ZTF18abgdibq
ZTF18admfxgu,280.21388453857713,-21.3708784402046,,,,,,,LPV,L,LPV,VSX,False,LPV,False,170437591391273860_ZTF18admfxgu
ZTF18aboesmj,280.4585655794502,-21.399018958506343,,,,,,,RRL,RRAB,RRL,VSX,False,RRL,False,170437591391273963_ZTF18aboesmj
ZTF18aboewef,281.0334414867885,-21.40156845484255,,,E,EB*,,,,,E,SIMBAD,False,E,False,170437591391798071_ZTF18aboewef
